@relation spambase-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-N14-R42-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute K11 numeric
@attribute K12 numeric
@attribute K13 numeric
@attribute K14 numeric
@attribute class {0,1}

@data
-1.766692,-2.632717,-2.632717,-1.784012,-65.05756,59.220549,2.632717,3.621718,-3.498743,399.410916,-2.632717,409.630016,406.979978,414.772475,0
6.651075,0,0,0,-10.392305,0.623538,0,0,-6.651075,28.059223,0,31.176915,37.82799,31.176915,0
-1.71473,-3.429461,-0.883346,-4.312807,-14.722432,2.967003,0.831384,5.144191,-7.690306,85.152814,-1.71473,91.816013,94.41409,93.530744,0
-1.143154,-2.095781,0.109119,0.49017,-20.756897,18.179605,2.204901,1.196847,-2.204901,585.187222,-1.524205,585.069442,587.627681,587.683107,0
0.363731,0.744782,-0.258076,0.486706,-24.977905,21.408148,0.105655,0.727461,1.002857,321.903375,-0.363731,325.608231,324.792435,325.989282,0
6.287344,-4.191563,0,-1.558846,-112.410097,98.778858,2.078461,0,-7.326575,251.5977,0,253.191187,261.591633,254.784674,0
-4.018358,-4.018358,-6.313325,-3.299557,-21.503411,24.87225,1.723391,0,-6.746338,114.54918,-6.027537,113.761097,117.060654,124.811581,0
0,-9.110587,0,0,-20.78461,15.242047,0,0,0,22.17025,0,27.712813,18.602226,27.712813,0
9.751446,4.867063,-8.085213,1.648912,-25.187483,11.651506,-5.643022,-0.017321,-6.498655,109.256033,0,114.644443,127.614039,119.511506,0
0,0,0,0,-45.033321,38.364925,-2.875204,0.458993,0,126.699517,3.334198,136.243117,130.492708,133.367912,0
2.217025,2.217025,4.177707,-0.256344,-20.043292,14.559619,10.828782,6.907419,-8.611757,96.194638,0.256344,106.625048,109.098416,106.625048,0
6.408588,0,-1.745907,-3.027625,-14.673934,5.248114,-3.027625,-1.281718,-7.226116,31.596071,0,38.105118,43.696178,38.105118,0
0.32909,-0.017321,0.462458,0.909327,-36.255288,32.160719,1.449727,0.407032,-0.462458,681.530816,-0.86949,683.15548,685.22528,683.753037,0
11.033164,0,3.671948,3.671948,-8.556331,-1.896596,-1.835974,3.671948,-9.19719,40.209559,0,43.30127,45.154565,46.973218,0
1.177795,-1.177795,-0.410496,-0.410496,-16.355756,11.292971,-2.766085,1.177795,-0.767299,58.825642,1.177795,61.176035,63.94212,62.353829,0
-6.928203,-6.928203,-8.862904,4.993502,-10.189655,-7.504976,-1.934701,20.78461,-18.849909,44.253898,-13.856406,65.817931,53.896225,72.746134,0
-7.222652,-7.205331,-9.183333,5.227329,-9.869226,-8.336361,-1.960682,21.615994,-19.655313,44.210597,-14.410663,66.372187,53.939526,73.577518,0
-12.470766,-3.897114,-3.632111,-10.071875,-33.173969,23.344581,13.515192,12.758286,-11.176924,497.356657,0.862561,511.907616,507.94988,518.922422,0
0,0,0,0,-12.505407,4.825494,-5.577204,5.577204,0,27.342154,0,29.444864,29.444864,29.444864,0
3.810512,0.623538,0.214774,0.214774,-4.787388,-1.449727,0.214774,0,-2.154671,116.267375,0,120.135044,123.107243,119.511506,0
6.304665,-2.095781,0,2.50801,-1.732051,-3.796655,-4.191563,2.095781,-4.208883,25.980762,-1.683553,25.617031,29.413687,29.808594,0
3.464102,-3.464102,0,-13.856406,-43.30127,33.102955,-6.928203,0,-17.320508,81.600378,0,91.798693,98.726896,91.798693,0
0,-2.113102,3.554168,0.327358,-4.541437,1.77362,1.458387,2.095781,-5.632629,40.701462,0.982073,41.569219,47.546527,39.473438,0
-1.732051,-5.196152,0.866025,-2.598076,-8.660254,4.385553,4.330127,1.732051,-2.598076,115.236804,0,116.91343,119.511506,119.511506,0
-3.775871,-13.163586,-4.558758,-8.36927,-58.072199,30.932695,-0.782887,16.904816,-14.216673,200.566287,-3.723909,221.841067,215.124174,225.582297,0
-1.091192,-0.433013,1.508616,0.597558,-39.359123,35.326908,4.626308,0.732657,-3.431193,1076.452256,-1.551918,1079.067653,1078.660621,1079.755277,0
2.268987,-4.555294,-0.746514,-5.301808,-13.109893,5.53217,-0.746514,4.555294,-1.522473,55.01513,0,61.816893,62.546087,66.354866,0
0,0,0.465922,0.909327,-36.25702,32.124346,1.78228,0.4053,-0.795011,695.35951,-0.872954,697.029206,699.081687,697.611176,0
0,-3.897114,0,2.598076,-63.652867,53.094285,-1.299038,2.598076,3.897114,165.244575,-2.598076,166.70989,175.803157,174.504119,0
5.854332,-5.854332,2.927166,2.927166,1.195115,-2.927166,0,0,-2.927166,19.052559,-2.927166,17.857444,23.711776,23.711776,0
0,0,0,0,-8.660254,5.691519,-15.744342,0,0,17.815875,15.744342,20.78461,20.78461,20.78461,0
0,0,0,0,-1.732051,0,0,0,0,3.464102,0,5.196152,5.196152,5.196152,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
11.050484,0,0,0,-12.332202,-4.891311,-3.671948,4.243524,-11.050484,20.015579,0.571577,22.51666,33.567145,22.51666,0
0,0,0,0,-1.732051,0,-24.733686,0,0,8.660254,24.733686,10.392305,10.392305,10.392305,0
0,0,0,0,-6.928203,4.531045,0,-2.788602,0,28.779756,0,31.176915,31.176915,28.388313,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,0,0,0,3.464102,0,5.196152,5.196152,5.196152,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
-0.848705,-0.866025,-1.333679,-0.363731,-8.17528,6.420712,0.363731,0.848705,-0.363731,49.115765,0.121244,50.246794,52.325255,51.961524,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,-24.733686,0,0,10.392305,24.733686,12.124356,12.124356,12.124356,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,0,0,0,6.928203,0,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,0,0,0,5.196152,0,6.928203,6.928203,6.928203,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,0,0,0,5.196152,0,6.928203,6.928203,6.928203,0
0,0,-0.911059,-0.911059,-9.481246,7.743999,-0.911059,0,0.911059,41.473957,0,45.033321,45.94438,45.033321,0
0,0,0,0,-1.732051,0,-34.641016,0,0,8.660254,34.641016,10.392305,10.392305,10.392305,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,0,0,0,5.196152,0,6.928203,6.928203,6.928203,0
0,0,0,0,-12.124356,8.16662,0,0,0,51.46789,0,55.425626,55.425626,55.425626,0
0,0,0,0,-1.732051,0,0,0,0,8.660254,0,10.392305,10.392305,10.392305,0
0,0,0,0,-1.732051,0,0,0,0,3.464102,0,5.196152,5.196152,5.196152,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,0,0,0,6.928203,0,8.660254,8.660254,8.660254,0
0,0,0,0,-5.196152,2.598076,-34.641016,0,0,7.794229,34.641016,10.392305,10.392305,10.392305,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
-15.744342,0,0,0,-8.660254,5.485405,15.744342,0,-15.744342,15.87771,0,19.052559,19.052559,19.052559,0
0,0,0,0,-5.196152,2.598076,0,0,0,7.794229,0,10.392305,10.392305,10.392305,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,-34.641016,0,0,-12.124356,-26.846788,-34.641016,34.641016,0,12.990381,-34.641016,17.320508,17.320508,17.320508,0
0,0,0,0,-10.392305,6.495191,0,0,0,11.691343,0,15.588457,15.588457,15.588457,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,0,0,0,5.196152,0,6.928203,6.928203,6.928203,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,0,0,0,6.928203,0,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-5.196152,2.598076,0,0,0,7.794229,0,10.392305,10.392305,10.392305,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,28.855966,-5.196152,2.598076,0,0,-28.855966,36.650195,0,10.392305,39.248271,-18.463662,0
0,0,0,0,-1.732051,0,0,0,0,3.464102,0,5.196152,5.196152,5.196152,0
0,0,0,34.641016,-1.732051,0,0,0,-34.641016,39.837169,0,6.928203,41.569219,-27.712813,0
0,0,0,0,-1.732051,0,-28.855966,0,0,8.660254,28.855966,10.392305,10.392305,10.392305,0
0,0,0,0,-1.732051,0,-28.855966,0,0,6.928203,28.855966,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,0,0,0,8.660254,0,10.392305,10.392305,10.392305,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,-34.641016,0,0,8.660254,34.641016,10.392305,10.392305,10.392305,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
-19.243084,0,0,0,-3.464102,1.03923,19.243084,0,-19.243084,9.699485,0,12.124356,12.124356,12.124356,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,0,0,0,3.464102,0,5.196152,5.196152,5.196152,0
0,0,0,0,-1.732051,0,0,0,0,5.196152,0,6.928203,6.928203,6.928203,0
0,0,0,0,-6.928203,4.156922,0,0,0,11.085125,0,13.856406,13.856406,13.856406,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,-24.733686,0,-24.733686,-13.856406,-16.650204,-24.733686,24.733686,0,-13.186103,24.733686,17.320508,-7.413177,17.320508,0
0,-28.855966,0,-28.855966,-6.928203,-25.391865,0,28.855966,0,-21.927763,0,10.392305,-18.463662,10.392305,0
-13.319471,0,13.319471,13.319471,-1.732051,0,13.319471,13.319471,-13.319471,23.711776,-13.319471,12.124356,12.124356,12.124356,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-3.464102,1.4861,0,0,0,11.878404,0,13.856406,13.856406,13.856406,0
0,1.524205,0.762102,0,-57.157677,50.400946,1.524205,0.762102,-0.762102,682.599491,-0.762102,690.118324,690.118324,690.118324,0
0,0,0,0,-1.732051,0,0,0,0,3.464102,0,5.196152,5.196152,5.196152,0
0,0,-5.093961,-5.093961,3.361911,0,-5.093961,0,5.093961,0.102191,0,6.928203,12.022165,6.928203,0
0,0,0,0,-1.732051,0,0,0,0,3.464102,0,5.196152,5.196152,5.196152,0
0,0,0,0,-1.732051,0,0,0,0,3.464102,0,5.196152,5.196152,5.196152,0
0,0,0,0,-1.732051,0,0,0,0,5.196152,0,6.928203,6.928203,6.928203,0
0,0,0,0,-1.732051,0,0,0,0,3.464102,0,5.196152,5.196152,5.196152,0
0,0,0,0,-1.732051,0,0,0,0,3.464102,0,5.196152,5.196152,5.196152,0
0,0,0,0,-1.732051,0,0,0,0,5.196152,0,6.928203,6.928203,6.928203,0
0,0,0,0,-1.732051,0,0,0,0,3.464102,0,5.196152,5.196152,5.196152,0
0,0,0,0,-1.732051,0,0,0,0,3.464102,0,5.196152,5.196152,5.196152,0
0,0,0,0,-1.732051,0,0,0,0,3.464102,0,5.196152,5.196152,5.196152,0
0,0,0,0,-6.928203,3.464102,0,0,0,6.928203,0,10.392305,10.392305,10.392305,0
-4.555294,-13.665881,13.665881,-4.555294,-5.196152,-1.784012,18.221174,4.555294,-4.555294,17.268547,0,28.804005,33.359299,24.248711,0
1.835974,2.892525,-1.55365,-1.797869,-34.403725,32.325264,-0.791547,1.316359,-3.19217,836.661946,-0.746514,840.287129,842.084998,841.638128,0
-1.247077,1.247077,-0.623538,-3.117691,-20.161071,14.209745,5.611845,3.117691,-8.729536,90.697108,-3.74123,91.03659,95.401358,95.401358,0
-22.308814,0.242487,-1.454923,0,-51.961524,31.159594,21.82384,0.484974,-22.308814,3530.906815,-0.969948,3551.951232,3552.436206,3553.163668,0
1.749371,3.498743,-0.28752,3.498743,-10.104784,2.958343,3.211222,2.036892,-8.459336,70.019886,-2.923702,69.282032,74.530146,64.033918,0
0,-0.796743,2.057676,1.797869,-64.047775,60.552496,1.001125,2.875204,-1.520741,470.421535,-2.615397,469.801461,471.415732,471.377627,0
3.75855,-5.629165,-0.299645,-5.94613,-30.87727,20.022507,-4.058195,3.75855,-9.088071,66.921247,0,72.746134,73.045779,70.875519,0
2.113102,-5.300075,0.782887,-0.136832,-29.1712,24.181161,-0.273664,1.056551,1.330215,242.009067,1.193383,244.496292,246.763547,249.796367,0
-7.475531,-7.021734,-0.561184,-1.333679,-17.867836,1.330215,0.564649,11.826443,-5.016019,251.857508,-0.789815,256.800781,255.12762,259.471603,0
0.917987,0,-0.325626,-2.161599,-5.788514,1.382177,-3.997573,0.917987,-3.346322,66.978405,0.917987,68.364045,70.525645,68.364045,0
0,0,-1.505152,-1.505152,-0.226899,0,-1.505152,0,1.505152,7.155102,0,10.392305,11.897457,10.392305,0
-8.937382,1.524205,-2.958343,-0.852169,-94.833246,91.178619,6.238847,0.959556,-8.248026,1603.892904,-1.247077,1611.274905,1613.148984,1615.847519,0
-3.325538,3.325538,-13.30215,0,-12.124356,12.564297,-3.325538,6.651075,-3.325538,83.716944,-6.651075,79.951465,86.60254,89.928078,0
5.767729,-5.767729,-5.767729,0,-23.088237,19.624136,0,-5.767729,0,21.945084,0,25.409185,31.176915,31.176915,0
0,-4.936345,4.936345,0,-20.78461,16.743735,4.936345,0,0,44.456548,0,48.497423,53.433767,48.497423,0
4.676537,-2.338269,-2.338269,0,-12.730573,7.737071,-2.338269,-2.338269,-2.338269,34.843666,2.338269,37.4989,42.175437,39.837169,0
0.207846,1.593487,0.062354,-1.049623,-56.478713,47.584632,1.032302,2.882133,-0.252879,876.415977,-0.658179,886.671449,886.335432,886.200332,0
-0.034641,0.779423,-0.308305,-0.943968,-139.457803,129.900346,0.505759,1.867151,-0.297913,1774.854979,0.583701,1786.67969,1786.359261,1787.053813,0
-0.277128,3.585345,-2.715856,-1.394301,-76.960214,70.69019,0.86949,4.318003,-0.609682,1214.706284,0.33775,1223.607293,1222.940453,1224.436945,0
-6.928203,0,-3.464102,3.464102,-19.052559,1.567506,0,10.392305,0,69.117487,-3.464102,69.282032,72.746134,76.210236,0
2.615397,1.299038,-0.441673,-0.441673,-11.24967,3.287432,-1.740711,1.299038,-0.874686,55.69063,0,61.920816,64.977886,60.621778,0
4.330127,-0.727461,0.710141,-2.875204,-18.948636,12.536584,-0.017321,0.710141,-8.625613,154.114417,0,156.179021,162.674212,159.764366,0
-3.966396,-3.446781,-0.330822,-0.282324,-34.414117,30.797595,4.778728,0.017321,-4.622844,1359.334258,-0.852169,1361.339973,1362.852054,1363.331832,0
4.018358,8.054036,-8.054036,0,-5.750409,-4.018358,-8.036716,12.072394,-4.018358,17.320508,4.018358,19.052559,23.070917,19.052559,0
1.333679,-0.017321,-3.448513,-2.097514,-60.135072,49.773944,-1.439334,7.343895,-3.895382,212.758193,-0.658179,217.285774,220.093428,221.286811,0
-6.564473,2.857884,-0.273664,-0.881614,-33.050994,26.212857,7.537885,2.249934,-13.669345,507.866742,0.8106,509.725232,514.313435,512.998808,0
0,-1.524205,-0.678964,0.46419,-25.682849,21.461842,0.083138,0.381051,0.297913,218.028824,-0.381051,219.416196,222.000416,220.940401,0
-4.451371,2.459512,-0.332554,-1.070407,-32.576412,26.185144,6.63029,1.63852,-12.553904,348.751894,0.900666,350.619045,355.170874,353.580852,0
3.619986,-0.727461,0.727461,0.017321,-2.338269,1.073872,-0.727461,0,-3.602666,95.765089,0.727461,94.847102,98.449768,100.56287,0
1.853294,2.511474,-3.12462,-0.987269,-62.410987,59.852748,-0.491902,1.903524,-0.841777,6000.726396,-0.457261,6004.310009,6005.487804,6006.549551,0
0,0,0,0,-1.732051,0,0,0,0,5.196152,0,6.928203,6.928203,6.928203,0
6.183421,0,0,1.169134,-7.915472,-5.014287,-6.183421,6.183421,-6.183421,3.464102,1.169134,5.196152,10.21044,5.196152,0
0,0.017321,-0.800207,0.931843,-25.734811,20.460716,1.4861,1.143154,-0.325626,198.633319,-1.143154,200.917894,203.450152,201.506791,0
9.612882,0,0,0,-1.732051,-9.612882,-4.797781,0,-9.612882,10.392305,4.797781,12.124356,21.737238,12.124356,0
2.823243,-2.823243,0,0,-16.679649,6.992289,-5.646486,2.823243,-2.823243,44.456548,2.823243,45.67418,51.320665,48.497423,0
2.701999,9.006664,-8.235902,-0.129904,-31.047011,28.793613,3.472762,11.069537,-1.671429,197.504022,0.26154,200.017227,202.84913,205.421226,0
0,31.488684,-31.488684,0,-8.660254,5.196152,0,33.998425,0,20.78461,2.509742,24.248711,24.248711,24.248711,0
19.243084,0,0,0,-3.464102,-17.944046,0,0,-19.243084,6.495191,0,8.660254,27.903339,8.660254,0
0,6.720357,-6.827744,2.126958,-10.284918,8.296523,-0.107387,9.699485,-0.637395,119.542683,-1.489564,118.021942,120.363675,118.766724,0
3.75855,-2.095781,0.852169,-2.502813,-141.00972,129.250827,-0.342946,2.095781,-5.511386,997.647409,-0.341214,1006.425442,1008.027589,1010.149351,0
8.764177,0.017321,-2.182384,2.199705,-16.852854,1.001125,4.364768,4.364768,-4.382089,92.990344,0,86.966271,102.294921,95.713128,0
0,3.325538,0,-2.217025,-23.625173,16.229316,-4.43405,2.217025,-1.108513,156.525431,1.108513,163.921288,165.029801,163.921288,0
0,0,-2.021303,0.720533,-17.897281,12.169389,-9.884814,4.330127,-4.941541,193.619032,5.426515,194.855716,197.616605,199.185843,0
0.762102,0.017321,-2.991252,-1.449727,-16.632884,13.222476,-1.449727,3.827832,-0.074478,206.507222,-0.762102,209.006571,211.997823,212.851724,0
0,2.961807,-2.620593,-0.836581,-31.518129,26.320244,0.341214,4.728499,-0.930111,240.292605,-1.177795,244.219164,243.87795,244.219164,0
0,2.961807,-2.620593,-0.836581,-31.518129,26.320244,0.341214,4.728499,-0.930111,240.292605,-1.177795,244.219164,243.87795,244.219164,0
-1.558846,0,-2.336537,0.781155,-18.274868,7.534421,3.898846,3.117691,-8.575384,69.976585,-4.676537,79.154722,75.255876,76.03703,0
-1.71473,-1.69741,-1.072139,0.642591,-21.461842,17.987348,2.374642,0.831384,-0.659911,214.334359,-3.41214,218.255722,217.595811,219.953132,0
0.796743,-0.796743,-0.398372,-0.271932,-128.17176,123.181721,1.195115,0,-0.796743,352.621296,0.12644,358.136145,358.408077,359.331261,0
-7.447818,-2.979127,-4.936345,-1.957217,-20.559443,14.085037,-3.446781,9.171209,-8.469728,173.970647,-4.234864,175.422106,175.88976,184.359488,0
-4.226204,-3.290897,-0.065818,-0.382783,-53.525566,49.529725,5.944398,-0.829652,-4.697322,808.348112,-0.12644,810.288009,812.350881,812.43402,0
-0.952628,-3.706589,0.917987,1.853294,-9.578241,5.360697,3.706589,0.917987,-5.559883,170.026768,-0.917987,169.602415,174.244311,169.619736,0
1.420282,2.130422,0,1.420282,-18.342418,16.416378,0.710141,1.420282,-2.130422,114.831504,-0.710141,116.047404,116.757545,116.757545,0
3.793191,1.506884,-1.780548,-0.136832,-3.190438,-2.868276,-0.273664,2.251666,-4.264309,48.024573,0.136832,49.484692,54.159497,50.229473,0
0.398372,-1.195115,-0.114315,0.284056,-14.677399,10.752571,1.877543,1.991858,-2.275915,151.592551,-1.195115,151.762292,154.665209,154.550894,0
0,0,0,0,-15.588457,11.25833,-17.320508,0,0,21.650635,17.320508,25.980762,25.980762,25.980762,0
3.533384,0,1.766692,1.766692,-10.392305,5.9877,-1.766692,2.450852,-1.766692,52.787712,0.68416,55.425626,55.425626,57.192318,0
3.897114,0,-0.455529,-0.455529,-6.039661,-2.036892,-1.754567,1.299038,-2.142547,30.849557,0,34.641016,40.292698,34.641016,0
0,0,0,0,-6.928203,3.464102,-43.30127,0,0,6.928203,43.30127,10.392305,10.392305,10.392305,0
-1.662769,-2.338269,-3.020697,-3.997573,-76.913448,67.657369,1.29211,5.720964,-8.289595,704.480489,-2.495885,710.227434,711.869418,715.839278,0
-6.80696,-6.218062,-3.796655,-10.875547,-73.452811,58.886263,6.95938,9.217974,-8.067893,848.086554,-0.129904,867.705493,857.692507,871.117633,0
-3.135012,4.41673,-6.153977,-1.2159,-28.192591,22.793789,2.315752,8.059232,-3.181777,323.263035,-0.2702,330.388692,328.902592,331.254717,0
0,-0.762102,-0.213042,1.311162,-25.005618,18.953832,-0.213042,0.762102,0.213042,176.703823,-0.762102,178.609079,180.346326,178.609079,0
3.06573,-1.524205,-2.400622,-3.197366,-77.065869,63.753326,-3.180045,2.286307,-8.355413,422.346733,-2.286307,428.994344,433.715915,432.042753,0
0.571577,6.287344,-6.491726,-0.775959,-9.044769,5.580668,-0.204382,5.715768,0.775959,156.636283,0,161.652302,163.571414,161.652302,0
0,0,0,0,-3.464102,1.44453,0,0,0,10.104784,0,12.124356,12.124356,12.124356,0
3.810512,0.017321,-1.072139,0.336018,-135.759874,134.492013,0.330822,-1.437602,-4.643628,539.632553,0.47285,547.310735,546.05673,550.670913,0
2.511474,-2.009179,0.306573,-3.145404,-10.98813,6.522903,0.306573,0.064086,-5.831815,251.699891,-0.438209,253.104585,256.752284,254.547383,0
8.8681,-8.8681,3.594005,3.594005,-0.892006,-4.43405,-0.840045,4.43405,-12.462106,16.480463,4.43405,19.052559,19.892604,23.486609,0
0,-3.845153,0,0,-12.505407,6.278684,-7.690306,3.845153,0,35.723548,3.845153,34.259965,38.105118,38.105118,0
0,0,0,-10.184459,-8.660254,14.227065,10.184459,0,0,23.095165,0,27.712813,17.528354,37.897272,0
0,-3.845153,0,-3.845153,-1.732051,-7.690306,3.845153,5.767729,-9.612882,34.450491,-3.845153,32.337389,38.105118,38.105118,0
0,0,9.110587,0,-12.574689,1.299038,0,9.110587,0,6.495191,0,17.770841,17.770841,8.660254,0
0,-4.555294,0,0,-12.124356,9.006664,4.555294,0,-4.555294,28.059223,0,31.176915,31.176915,31.176915,0
3.135012,-3.135012,2.639645,-0.495367,-15.093091,8.509566,2.639645,0,-2.639645,66.574837,0,71.014083,77.779474,71.014083,0
3.464102,-3.464102,0,-13.856406,-43.30127,33.102955,-6.928203,0,-17.320508,81.600378,0,91.798693,98.726896,91.798693,0
0,0,0,0,-1.732051,0,0,0,0,3.464102,0,5.196152,5.196152,5.196152,0
2.927166,0,0,0,-15.051522,12.230011,2.927166,-2.927166,0,70.461559,0,79.137401,79.137401,76.210236,0
