@relation 'spambase-weka.filters.unsupervised.attribute.Remove-R1-6,8-20,22-51,54-55,57'

@attribute word_freq_remove numeric
@attribute word_freq_your numeric
@attribute char_freq_! numeric
@attribute char_freq_$ numeric
@attribute capital_run_length_longest numeric
@attribute class {0,1}

@data
0,0,0,0,53,0
0,0,0,0,12,0
0,2.56,0.058,0,3,0
0,1.23,0,0,1,0
0,0,0,0,4,0
0,0.85,0.08,0,16,0
0,0,0,0,5,0
0,0,0,0,2,0
0,0,0,0,13,0
0,0,0,0,6,0
0,0,0,0,12,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0.97,0,0,14,0
0,0,0,0,11,0
0,0,0,0,1,0
0,0,0,0,8,0
0,0,0,0,1,0
0,0,0,0,24,0
0,0,0,0,46,0
0,0.69,0,0.031,19,0
0,0,0,0,11,0
0,0,0,0,24,0
0,0,0,0,4,0
0,0,0.408,0,47,0
0,0,0,0,10,0
0,0.7,0,0,7,0
0,8,0,0,29,0
0,0,0,0,7,0
0,0,0.159,0,7,0
0,0.29,0.14,0,24,0
0,0,0,0,7,0
0,0,0,0,51,0
0,0,0,0,9,0
0,1.84,0,0,8,0
0,0,0,0,13,0
0,0.91,0.241,0,26,0
0,0,0,0,20,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,19,0
0,0,0.114,0,12,0
0,0,0,0,12,0
0,0,0,0,1,0
0,0,0,0,12,0
0,0,0.19,0,12,0
0,0,0,0,5,0
0,0,0.087,0,5,0
0,0,0,0,8,0
0,0,0,0,3,0
0,0.68,0,0,17,0
0,0,0,0,6,0
0,0,0,0,11,0
0,0,0,0,58,0
0,1.06,0,0,12,0
0,0,0.48,0,7,0
0,0,0,0.161,20,0
0,0,0,0,46,0
0,1.12,0,0,4,0
0,0,0,0.112,19,0
0,1.61,0.27,0,35,0
0,0,0.581,0,4,0
0,0,0.374,0.062,71,0
0,0,0,0,21,0
0,0,0,0,42,0
0,0,0,0.055,21,0
0,0,0,0,13,0
0,0,0,0,7,0
0,0,1.149,0,3,0
0,0,0,0,2,0
0,0,0,0,16,0
0,0,0,0,1,0
0,0,0,0,5,0
0,0.55,0,0,5,0
0,1.35,0,0,5,0
0,1.56,0,0,1,0
0,0,0,0,17,0
0,0,0,0,11,0
0,0,0,0,35,0
0,0,0.414,0,13,0
0,0,0,0,15,0
0,0.44,0.372,0.223,42,0
0,0,0,0,18,0
0,0,0,0,5,0
0,0,0.169,0,10,0
0,0.41,0.031,0.056,23,0
0,0.62,0.333,0,34,0
0,0.29,0.016,0,17,0
0,0.29,0.016,0,17,0
0,0.29,0.016,0,17,0
0,3.43,0.054,0,14,0
0,0,0.729,0,4,0
0,0,0,0,9,0
0,0.91,0.249,0,14,0
0,0,0,0,3,0
0,0,0,0,9,0
0,0,0,0,10,0
0,0.06,0,0.063,25,0
0,0,0,0,2,0
0,0,0,0,12,0
0,0,0,0,3,0
0,0,0,0,6,0
0,0,0,0,6,0
0,0,0,0,3,0
0,0.68,0,0,12,0
0,0,0.125,0,13,0
0,0,0,0,6,0
0,0,0,0,12,0
0,0.64,0.106,0,47,0
0,0.2,0,0,50,0
0,0,0,0,4,0
0,0,0,0,16,0
0,0,0.079,0,19,0
0,0.15,0,0.014,66,0
0,0.22,0,0.021,36,0
0,0.48,0.033,0.016,65,0
0,0,0,0,2,0
0,0.14,0,0,17,0
0,0,0,0,2,0
0,0,0,0,5,0
0,0,0,0,11,0
0,4.28,0,0,12,0
0,0,0,0,11,0
0,0,0,0.018,26,0
0,0,0,0,3,0
0,0.17,0.003,0.003,79,0
0,0,0.436,0,8,0
0,0,0.769,0,4,0
0,0,0,0.018,26,0
0,0,0,0,4,0
0,0,0,0,11,0
0,0.16,0,0,6,0
0,0,0,0,11,0
0,2.02,0,0,19,0
0,0,0,0,9,0
0,1.63,0,0,3,0
0,3.44,0,0,4,0
0,0.33,0,0,19,0
0,0,0.239,0,7,0
0,0,0,0,21,0
0,10.71,0,0,1,0
0,0,0.281,0,5,0
0,0,0.925,0,6,0
0,0,0,0,11,0
0,0,0,0,8,0
0,0,0,0,4,0
0,0,0,0,4,0
0,0,0.168,0,7,0
0,0,0,0,13,0
0,0,0,0,5,0
0,0,0,0,4,0
0,0,0,0,2,0
0,0,0,0,5,0
0,0,0,0,9,0
0,0,0.349,0,4,0
0.59,1.49,0.044,0.134,15,0
0,0,0,0,75,0
0,0,0.523,0,10,0
0,0,0,0,27,0
0,0,0,0,5,0
0,0.14,0,0,27,0
0,0,0.128,0,49,0
0,0,0,0,51,0
0,0,0.296,0,32,0
0,0.7,0,0,5,0
0,0.64,0.225,0,12,0
0,0,0,0,3,0
0,0,0,0,1,0
0,0,0,0,17,0
0,0,1.123,0,4,0
0,0,0,0,18,0
0,0,0,0,5,0
0,1.48,0.081,0,4,0
0,0.52,0,0,55,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,7,0
0,0,0,0,5,0
0,0,0,0,127,0
0.04,1.17,0.027,0.006,29,0
0,0.99,0,0,5,0
0,1.4,0,0,200,0
0,0,0.088,0,10,0
0,1.07,0,0.037,8,0
0,0,0,0,5,0
0,1.1,0.02,0,34,0
0,0,0,0,1,0
0,0,0,0,5,0
0,0,0,0,38,0
0,0,0,0,15,0
0,0,0,0,46,0
0,0,0,0,5,0
0,0,0.063,0,12,0
0,0,0,0,4,0
0,0,0,0,2,0
0,1.16,0.139,0,10,0
0,0,0,0,1,0
0,0,0,0,3,0
0,0,0,0.16,235,0
0,0,0.075,0,6,0
0,0.41,0.329,0,11,0
0,1.12,0,0,55,0
0,0.32,0.052,0,15,0
0,0.5,0.084,0,15,0
0,0,0,0,15,0
0,1.19,0.286,0,13,0
0,0.49,0.041,0,12,0
0,0,0,0,11,0
0,0,0,0,5,0
0,0.05,0,0.005,38,0
0,0,0,0,4,0
0,0,0,0,4,0
0,0.16,0,0.015,47,0
0,0,0,0,5,0
0,0,0,0,11,0
0,1.01,0,0,13,0
0,0.38,0.276,0,2,0
0,0,0,0,61,0
0,0,0,0,4,0
0,0,0,0,21,0
0,0,0.413,0,13,0
0,0.42,0.134,0,17,0
0,0.26,0,0,50,0
0,0,0,0,3,0
0,0,0,0,1,0
0,0,0.217,0,14,0
0,0,0,0,4,0
0,0,0,0,8,0
0,1.16,0,0,17,0
0,0,0,0,17,0
0,0,0,0,2,0
0,0,0,0,8,0
0,0,0,0,3,0
0,3.4,0,0,1,0
0,0,0,0,11,0
0,5.26,0,0,1,0
0,0,0.735,0,10,0
0,2.5,0,0,1,0
0,0,0,0,3,0
0,1.33,0,0,12,0
0,0,0,0,8,0
0,0,0,0,11,0
0,2.17,0,0,1,0
0,1.69,0,0,3,0
0,0,0,0,6,0
0,0,0,0,6,0
0,0,0.116,0,12,0
0,8,0,0,29,0
0,0,0,0,28,0
0,0,0,0,4,0
0,0,0,0,7,0
0,1.61,0.506,0,6,0
0,0,0,0,8,0
0,0,0,0,28,0
0,0.47,0,0.069,44,0
0.67,0.67,0,0,7,0
0,0,0,0,7,0
0,0,0,0,5,0
0,0,0,0,5,0
0,0,0,0,5,0
0,0,0,0,11,0
0,0,0,0.053,19,0
0,0,0.059,0,15,0
0,0,0,0,7,0
0,0,0,0,12,0
0,0.19,0,0,34,0
0,1.01,0,0,11,0
0,0,0.043,0,7,0
0,0,0,0,10,0
0,0,0,0,7,0
0,0,0,0,7,0
0,0,0.344,0,17,0
0,0,0,0,1,0
0,0,0,0,34,0
0,1.16,0,0,5,0
0,0.63,0.038,0.061,25,0
0,2.5,0,0,2,0
0,1.58,0,0,5,0
0,1.31,0,0,15,0
0,1.4,0,0,200,0
0,0.65,0,0,4,0
0,0,0,0,1,0
0,0,0,0,29,0
0,1.07,0.367,0,21,0
0,0,0,0,5,0
0,0,0.171,0,5,0
0,0,0,0,13,0
0,0,0,0.108,23,0
0,0,0,0,6,0
0,0,0,0,28,0
0,0,0,0,9,0
0,0,0,0,22,0
0,0,0,0,4,0
0,0,0,0,11,0
0,0,0,0,1,0
0,0,0,0,7,0
0,0,0,0,19,0
0,0,0,0.017,18,0
0,0,0,0,3,0
0,0,0,0,1,0
0,0,0,0.016,25,0
0,0.66,0.44,0,5,0
0,0,0,0,55,0
0,0,0,0,28,0
0,0,0,0,7,0
0,0,0,0,9,0
0,0,0,0,75,0
0,0,0,0,11,0
0,0.76,0,0,4,0
0,0,0,0,4,0
0,0.86,0.133,0,13,0
0,2.85,0,0,29,0
0,0,0.925,0,4,0
0,0.82,0,0,5,0
0,0.15,0,0.021,42,0
0,0.08,0,0.008,52,0
0,0,0,0,59,0
0,0.09,0,0.009,34,0
0,0.18,0,0.017,38,0
0,0,0.338,0,12,0
0,0,0,0,6,0
0,0,0,0.043,4,0
0,0.15,0.016,0,102,0
0,0,0.162,0,12,0
0,0,1.156,0,10,0
0,0,0,0,1,0
0,0,0,0,11,0
0,1.47,0,0,16,0
0,0,0.595,0,4,0
0,0,0.763,0,8,0
0,0,0,0,6,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,2.58,0.11,0,10,0
0,0,0.043,0,15,0
0,0,0,0,10,0
0,0,0.192,0,12,0
0,0,0,0,1,0
0.66,0,0,0,18,0
0,0,0,0,3,0
0,0,0,0,11,0
0,0.57,0,0,5,0
0,0,0,0,5,0
0,1.25,0,0,12,0
0,0.94,0,0,13,0
0,0.18,0,0.039,24,0
0,0,0,0,8,0
0,0,0,0,12,0
0,0,0,0,1,0
0,2.23,0.085,0,5,0
0,0,0,0,22,0
0,0,0,0,26,0
0,0,0.523,0,9,0
0,1.25,0,0,11,0
0,0,0,0,1,0
0,1.06,0.019,0.009,25,0
0,0,0,0,11,0
0,0,0,0,12,0
0,0,0,0,1,0
0,0,0,0,11,0
0,0,0,0,98,0
0.33,3.85,1.027,0.051,70,0
0,6.17,0.109,0,4,0
0,0,0.181,0,12,0
0,0,0,0,11,0
0,0,0.024,0,8,0
0,0,0,0,6,0
0,0,0,0,6,0
0,0,0,0,6,0
0,0,0,0,3,0
0,0.57,0,0,9,0
0,0,0,0,1,0
0,0,0,0,4,0
0,0.13,0,0,23,0
0,0,0.375,0,7,0
0,0.3,0.042,0.042,13,0
0,0.86,0,0.124,18,0
0,0,0,0,7,0
0,0,0,0,1,0
0,0,0,0,1,0
0,2.35,0,0,12,0
0,0.18,0,0.025,87,0
0,0.22,0,0.03,81,0
0,0.19,0,0.019,37,0
0,0.15,0,0.014,45,0
0,0,0,0,11,0
0,0,0,0,7,0
0,0.63,0.07,0.053,29,0
0,0.88,0,0,9,0
0,0.37,0,0.054,4,0
0,0,0,0.043,24,0
0,0,0,0,2,0
0,0.72,0,0,87,0
0,0.29,0.344,0,17,0
0,0,0,0,2,0
0,0,0,0,8,0
0.21,0.42,0,0.069,37,0
0,0,0,0,8,0
0,0,0,0.009,27,0
0,0,0,0,7,0
0,0,0,0,28,0
0,0,0,0,39,0
0,0.74,0,0,60,0
0,0,0,0,11,0
0,0,0,0,4,0
0,0,0,0,8,0
0,0,0,0,3,0
0,0.64,0,0.097,55,0
0,0,0,0,11,0
0,0,0,0,10,0
0,0,0,0,16,0
0,0,0,0,6,0
0,0.72,0,0,87,0
0,0,0,0,11,0
0,0,0,0,14,0
0,2.87,0,0,27,0
0,0,0.15,0,10,0
0,0,0,0,18,0
0,2.63,0,0,11,0
0,0,0,0,3,0
0,0,0,0,7,0
0.62,0.31,0.247,0.049,90,0
0,0.76,0,0,10,0
0,2.32,0,0,12,0
0,4.02,0,0,29,0
0,0,0,0,4,0
0,0,0,0,5,0
0,1.96,0,0,11,0
0,0,0,0,7,0
0,0,0,0,10,0
0.05,0.46,0.029,0.021,25,0
0,0,0.436,0,13,0
0,1.21,0,0,13,0
0,0.04,0,0,185,0
0,0,0.103,0,4,0
0,1.53,0,0,31,0
0,0,0.05,0,11,0
0,3.79,0,0,5,0
0,0,0.128,0,6,0
0,0,0,0,12,0
0,0,0,0,9,0
0,0.42,0,0,12,0
0,1,0,0,6,0
0,0,0,0,16,0
0,0,0,0,5,0
0,0,0,0,6,0
0,0,0,0,3,0
0,0,0.105,0.079,13,0
0,0,0.195,0,22,0
0,8,0,0,29,0
0,0,0,0,2,0
0,0.1,0,0.013,35,0
0,0,0,0,19,0
0,0.23,0,0.021,60,0
0,0.17,0,0.016,47,0
0,0.05,0,0.005,66,0
0,0,0,0,9,0
0,0,0,0,5,0
0,0,0,0,7,0
0,0,0,0,9,0
0,0,0,0,6,0
0,0,0,0,17,0
0,0.8,0.301,0,17,0
0,0,0,0,11,0
0,0,0,0,11,0
0,0,0,0.069,6,0
0,1.19,0,0,12,0
0,0,0,0.125,21,0
0,2.24,0,0,5,0
0,1.49,0,0,11,0
0,0.76,0.487,0,22,0
0,2.4,0,0,12,0
0,1.12,0,0,11,0
0,0,0,0,1,0
0,0,0,0,9,0
0,0,0,0,18,0
0,6.52,0,0,3,0
0,2.04,0,0,3,0
0,0,0,0,26,0
0,2.32,0,0,3,0
0,1.61,0,0,3,0
0,0,0,0,1,0
0,0.79,0,0,8,0
0,0,0,0,7,0
0,7.14,0,0,1,0
0,2.81,0.06,0,43,0
0,0.12,0,0,55,0
0,0,0.09,0,7,0
0,0.48,0,0,143,0
0,0,0,0,3,0
0,0,0.111,0,7,0
0,0,0,0,3,0
0,0,0,0,5,0
0,0,0,0,1,0
0,0,0,0,28,0
0,0.61,0.327,0,2,0
0,0,0,0,8,0
0,0,0,0,7,0
0,0,0,0,28,0
0,1.36,0.42,0,7,0
0,0,0,0,28,0
0,0,0,0,24,0
0,0,0,0,7,0
0,0,0.367,0,13,0
0,0,0,0,3,0
0,0,0,0,16,0
0,0,0,0,80,0
0,0,0,0.331,14,0
0,1.4,0,0,200,0
0,1.07,0.244,0,22,0
0,2.81,0,0,2,0
0,0.59,0.312,0,22,0
0,0,0,0,7,0
0,0,0.126,0,49,0
0,0.81,0.068,0,21,0
0,1.1,0.177,0,22,0
0,0,0.666,0,3,0
0,1.28,0.209,0,22,0
0,0,0,0,4,0
0,0.37,0,0,34,0
0,0.37,0.32,0,17,0
0,0,0,0,12,0
0,0,0,0,5,0
0,0,0,0,5,0
0,0,0,0,5,0
0,0,0.216,0,25,0
0,0,0,0,5,0
0,0,0,0,5,0
0,0,0.596,0,14,0
0,0,0.314,0,10,0
0,0,0,0,1,0
0,0,0,0,11,0
0,0,0.085,0,22,0
0,0,0.487,0,22,0
0,0.78,0,0.008,27,0
0,0,0.833,0,8,0
0,0,0,0,10,0
0,0,0,0,5,0
0,1.33,0.227,0,22,0
0,3.27,0.263,0,22,0
0,0.81,0.406,0,17,0
0,0,0.1,0,22,0
0,0,0,0,2,0
0,0,0.098,0,6,0
0,0,0,0,5,0
0,0,0,0,5,0
0,0,0.185,0,22,0
0,0,0,0,5,0
0,0,0,0,5,0
0,1.75,0.042,0,7,0
0,0,0,0,5,0
0,0,0,0,5,0
0.68,2.73,0.048,0.048,15,0
0,0,0,0,13,0
0,0,0,0,7,0
0,0,0,0,8,0
0,0,0,0,9,0
0,0.36,0.107,0,51,0
0,2.94,0.484,0,15,0
0,0,0.013,0,51,0
0,0,0,0,35,0
0,0,0,0,5,0
0,0,0,0,14,0
0,0,0,0,5,0
0,0,0,0,5,0
0,0,0,0,5,0
0,0,0,0,5,0
0,0,0,0,5,0
0,0,0,0,5,0
0,0,0,0,5,0
0,0,0,0,5,0
0,0,0,0,5,0
0,0,0,0,5,0
0,0,0,0,5,0
0,0,0,0,5,0
0,0,0,0,5,0
0,0,0,0,5,0
0,0,0,0,5,0
0,0,0,0,5,0
0,0,0,0,5,0
0,0,0,0,5,0
0,0,0,0,5,0
0,0,0,0,5,0
0,0,0,0,5,0
0,0,0,0,5,0
0,0,0,0,5,0
0,0,0,0,5,0
0,0,0,0,5,0
0,0,0,0,5,0
0,0,0,0,1,0
0,0,0,0,4,0
0,0,0,0,4,0
0,0,0,0,5,0
0,0,0,0,1,0
0,0,0,0.158,235,0
0,0,0,0,1,0
0,0,0,0,53,0
0,0,0,0,3,0
0.14,0,0,0,80,0
0,0,0,0,16,0
0,0,0.01,0.021,55,0
0,2.04,0,0,11,0
0,0,0,0,1,0
0,0.38,0.02,0,11,0
0,0.97,0,0,11,0
0,0.44,0,0,7,0
0,0.86,0,0,11,0
0,0.32,0,0,11,0
0,0.66,0,0,57,0
0,0,0,0,1,0
0,0,0,0,14,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,14,0
0,0.91,0,0,28,0
0,0,0,0,5,0
0,0,0,0,5,0
0,0,0,0,2,0
0,0,0,0,5,0
0,0,0,0,1,0
0,0,0,0,45,0
0,0,0,0,3,0
0,0,0,0,2,0
0,0.7,0.019,0,28,0
0,0,0,0,15,0
0,0,0,0,20,0
0,0,0,0,1,0
0,0,0.289,0,2,0
0,0,0,0,15,0
0,0.01,0.002,0.09,82,0
0,0,0,0,5,0
0,1.13,0.136,0,10,0
0,0,0,0,8,0
0,0,0,0,4,0
0,0,0.476,0,9,0
0,0,0,0,1,0
0,0,0,0,20,0
0,0.39,0,0.03,42,0
1.78,0,0.586,0,4,0
0,0.58,0.107,0,6,0
0,0,0,0.166,45,0
0,0,0.373,0,4,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,77,0
0,0,0,0,77,0
0,0.55,0,0,8,0
0,0,0,0,11,0
0,0,0.045,0,15,0
0,0,0,0,3,0
0,2.08,0.022,0.377,157,0
0,0.88,0.071,0.071,23,0
0,1.93,0.057,0,15,0
0,0.19,0,0.041,41,0
0,0.04,0,0.004,38,0
0,0.17,0,0.016,38,0
0,0.16,0,0.016,47,0
0,0,0,0.053,32,0
0,2.81,0,0,12,0
0,0,0,0,1,0
0,0,0,0,5,0
0,0.27,0,0.084,6,0
0,1.69,0,0.63,12,0
0,0,0,0,5,0
0,0,0,0,33,0
0,0,0,0,9,0
0,0,0,0,4,0
0,0,0,0,9,0
0,1.16,0,0,4,0
0,8,0,0,29,0
0,0.28,0,0,55,0
0,0,0,0,11,0
0,0,0,0,1,0
0,0,0,0,3,0
0,0,0,0,4,0
0,1.61,0,0,3,0
0,0.56,0,0,13,0
0,0,0,0.219,11,0
0,0,0,0,1,0
0,0,0,0,8,0
0,0,0,0,5,0
0,0,0,0,5,0
0,0,0,0,1,0
0,0,0,0,5,0
0,2.12,0,0,15,0
0,1.96,0,0,13,0
0,0,0,0,5,0
0,0,0,0,3,0
0,0,0,0,33,0
0,0,0,0,11,0
0,0,0,0,1,0
0,0.34,0,0,13,0
0,1.57,0,0,34,0
0,0,0,0,3,0
0,0,0,0,10,0
0,0.95,0,0,15,0
0,0,0,0,10,0
0,0,0,0,8,0
0,0.97,0,0,15,0
0,1.85,0,0,28,0
0,0.65,0.022,0.058,23,0
0,0,0.143,0,2,0
0,1.4,0,0,200,0
0,0,0,0,17,0
0,0.39,0,0,8,0
0,0,0,0,5,0
0,0.07,0.031,0,22,0
0,0,0,0,15,0
0,0,0,0,15,0
0,0,0,0,10,0
0,1.28,0,0,15,0
0,0,0,0,7,0
0,1.01,0,0,13,0
0,0.89,0,0,15,0
0,0,0,0,5,0
0,0,0.709,0,9,0
0,0,0,0,11,0
0,0,0,0,23,0
0,0,0,0,6,0
2.22,0,0,0.665,25,0
2.22,0,0,0.665,25,0
0,0,0,0,10,0
0,1.06,0,0,4,0
0,0.88,0,0,40,0
0,0.51,0,0,40,0
0,0.45,0,0,20,0
0,0.15,0,0.014,52,0
0,0,0,0,11,0
0,0,0,0,9,0
0,0,0,0,8,0
0,0,0,0,13,0
0,0.16,0,0.016,46,0
0,0,0,0,1,0
0,0.53,0.014,0.427,143,0
0,0,0,0,1,0
0,0.2,0,0.029,32,0
0,0.22,0,0.031,32,0
0,0,0,0,27,0
0,0.08,0,0.007,52,0
0,0,0,0,10,0
0,0,0,0,6,0
0,0,0.74,0,7,0
0,0,0,0,1,0
0,1.05,0.035,0.053,107,0
0,0,0,0,2,0
0,2.94,0,0,1,0
0,0.48,0,0,73,0
0,0,0,0,11,0
0,0,0.048,0,14,0
0,0,0,0,13,0
0,0,0,0,5,0
0,0,0.505,0,4,0
0,2.5,0,0,11,0
0,0.85,0.282,0.242,26,0
0.14,0.14,0,0,9,0
0,0,0,0,3,0
0,5.26,0,0,11,0
0,2,0,0,11,0
0,0,0.083,0,13,0
0,0.8,0,0,4,0
0,0,0,0,57,0
0,0,0.271,0,18,0
0,0.28,0,0,12,0
0,0,0,0,13,0
0,0,0,0,12,0
0,0,0,0,5,0
0,0,0.2,0,4,0
0,0,0,0,3,0
0,0,0,0,4,0
0,0,0,0,6,0
0,0.96,0.021,0.063,39,0
0,0.24,0,0,12,0
0,0,0.037,0,12,0
0,0,0,0.066,26,0
0,0,0,0,4,0
0,0,0,0,7,0
0,0,0,0,2,0
0,0,0,0.013,57,0
0,0,0,0,9,0
0,0,0,0,12,0
0,0,0,0,5,0
0,0,0,0,4,0
0,0.17,0,0,13,0
0,0.97,0.025,0,82,0
0,0,0.119,0.059,115,0
0,0.64,0.014,0.044,26,0
0,0,0,0,13,0
0,0,0,0,7,0
0,0,0,0,12,0
0,0,0,0,12,0
0,0,0,0,1,0
0,0,0,0,7,0
0,0,0,0,9,0
0,0,0,0,4,0
0,0,0,0,4,0
0,0,0,0,4,0
0,0,0,0.011,18,0
0,2.38,0,0,4,0
0,0.42,0,0,8,0
0,0,0,0,9,0
0,0.4,0.057,0.022,65,0
0,0,0.304,0,9,0
0,0,0,0,10,0
0,0.86,0,0,8,0
0,0,0,0,7,0
0,0,0,0,1,0
0,0.9,0,0,4,0
0,0,0,0,11,0
0,0,0,0,6,0
0,0,0.094,0,12,0
0,1.2,0,0,2,0
0,0,0.193,0,1,0
0,1.2,0.237,0,8,0
0,0,0,0,12,0
0,0,0,0,1,0
0,0,0,0,10,0
0,1.91,0.37,0.205,24,0
0,0,0,0,1,0
0,0.22,0,0.032,32,0
0,0.23,0,0.031,32,0
0,0,0,0,1,0
0,6.66,0,0,1,0
0,0,0,0,3,0
0,1.19,0.102,0,7,0
0,0.26,0,0.024,40,0
0,0.15,0,0.014,85,0
0,0.25,0,0.024,47,0
0,0,0,0,4,0
0,0,0,0.043,24,0
0,0,1.098,0,9,0
0,0,0.173,0,6,0
0,0.74,0,0,12,0
0,0,0,0,8,0
0,1.26,0.178,0,3,0
0,0,0,0,11,0
0,0.39,0.04,0.04,26,0
0,1.88,0.043,0,19,0
0,0.72,0,0,7,0
0,0,0.387,0,15,0
0,0.86,0.065,0,40,0
0,0,0,0,4,0
0,0,0.391,0,4,0
1.23,0,0.403,0,6,0
0,0,0,0,5,0
0,1.41,0,0,199,0
0,0.12,0.015,0.041,25,0
0,2.46,0,0,3,0
0,0,0,0,1,0
0,0,0,0,2,0
0,1.03,0.079,0,15,0
0,0,0,0,2,0
0,1.75,0,0,2,0
0,0,0,0,19,0
0,0,0,0,6,0
0,0,0,0,1,0
0,0,0.181,0,7,0
0,0,0,0,9,0
0,0.22,0,0.024,157,0
0,0,0,0,2,0
0,0,0,0,2,0
0,0,0,0,5,0
0,0,0,0,10,0
0,0,0,0,1,0
0,0,0.961,0,9,0
0,0,0,0,7,0
0,0,0,0,7,0
0,0,0,0,21,0
0,0,0,0,11,0
0,2.31,0.039,0,45,0
0,0,0.124,0,30,0
0,0.56,0.028,0.016,20,0
0,0,0,0.719,2,0
0,0,0,0,6,0
0,0.89,0,0,9,0
0,0,0,0.724,2,0
0,0,0,0,8,0
0,0,0,0,4,0
0,1.43,0.056,0,16,0
0,0,0,0,11,0
0,1.88,0,0,8,0
0,0,0,0.017,24,0
0,8,0,0,29,0
0,0,0,0,6,0
0,0,0,0,8,0
0,3.5,0.097,0,11,0
0,0.2,0.109,0,11,0
0,1.16,0,0,3,0
0,0,0,0,76,0
0,0,0,0,8,0
0,0,0,0,1,0
0,0,0.74,0,4,0
0,0.46,0,0,12,0
0,1.6,0,0,1,0
0,0,0,0,8,0
0,0,0,0,2,0
0,2.11,0.028,0.084,62,0
0,0.68,0.523,0,5,0
0,0,0.017,0,38,0
0,0,0,0,76,0
0.37,3.38,0,0,13,0
0,0,0,0,7,0
0,2.7,0.444,0,7,0
0,0,0,0,24,0
0,9.52,0.8,0,4,0
0,0,0,0,6,0
0,0,0,0,11,0
0,0,0.122,0,12,0
0,0,0,0,22,0
0,0,0,0,13,0
0,0,0,0,12,0
0,0,0,0,12,0
0,0,0,0,38,0
0,0,0.153,0,7,0
0,0,0.645,0,7,0
0,3.52,0.414,0,1,0
0,0,0,0,3,0
0,0.8,0,0,12,0
0,0,0,0,3,0
0,0,0,0,4,0
0,0,0,0,2,0
0,0,0,0,17,0
0,0,0,0,1,0
0,0,0,0,2,0
0,0,0,0,3,0
0,0,0,0,11,0
0,0.32,0,0,17,0
0,0.47,0.072,0,13,0
0,0,0.208,0,11,0
0,0.22,0,0.029,81,0
0,0,0,0,10,0
0,0,0.407,0.407,17,0
0,0,0.448,0,4,0
0.88,0,0,0,9,0
0,0.63,0,0,12,0
0,0,0,0,11,0
0,0,0,0,4,0
0,0,0,0,1,0
0,0.54,0,0,35,0
0,0,0,0,9,0
0,0,0,0,76,0
0,0,0,0,1,0
0,1.31,0,0,34,0
0,0,0,0,10,0
0,0,0,0,11,0
0,0,0,0,11,0
0,0,0,0,11,0
0,0,0,0,7,0
0,0,0,0,8,0
0,0.33,0.224,0.336,42,0
0,1.03,0,0,48,0
0,0,0,0.031,12,0
0,0,0.013,0.12,24,0
0,1.73,0,0,12,0
0,0,0,0,8,0
0,1.4,0,0,200,0
0,0,0,0,44,0
0,0,0,0,9,0
0.68,2.06,0,0,19,0
0,1.16,0,0,11,0
0,0,0,0,7,0
0,0,0,0,7,0
0,0.21,0,0,18,0
0,0.49,0,0.027,157,0
0.23,0.23,0.149,0,18,0
0,0,0,0,4,0
0,0,0,0,18,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0.19,0.112,0,17,0
0,1.76,0,0,3,0
0,0.83,0.029,0.048,23,0
0,0.37,0.042,0,18,0
0,0,0,0,12,0
0,0,0,0,4,0
0,0,0,0,7,0
0,0,0,0,11,0
0,0,0,0,5,0
0,0,0,0,8,0
0,0,0,0,8,0
0,2.35,0,0,14,0
0,0,0,0,1,0
0,0,0,0,11,0
0,0,0,0,1,0
0,0,0,0,14,0
0,0,0,0,14,0
0,0,0,0,23,0
0,0.67,0.056,0,17,0
0,0.2,0,0.028,32,0
0,0.19,0,0.018,81,0
0,1.66,0,0,7,0
0,0,0.122,0.061,38,0
0,0,0,0,6,0
0,0.99,0,0,10,0
0,0,0,0.031,12,0
0,0,0,0,15,0
0,0.6,0.087,0,64,0
0,1.74,0,0,12,0
0,0,0.952,0,12,0
0,1.4,0.229,0,15,0
0,0,0,0,26,0
0,0,0,0,13,0
0,1.48,0.134,0,8,0
0,0,0.022,0.045,21,0
0,0,0,0,6,0
0,0,0,0,9,0
0,0,0,0,11,0
0,0,0,0,11,0
0,0,0,0,19,0
0,0,0,0,4,0
0,0,0,0,3,0
0,0,0.238,0,1,0
0,8,0,0,29,0
0,1.21,0,0,3,0
0,0,0,0,5,0
0,0,0,0,34,0
0,0,0,0.043,23,0
0,0,0,0,8,0
0,0,0.022,0.044,21,0
0,0,0,0,39,0
0,0,0,0,1,0
0,0,0,0,5,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,5,0
0,0,0,0,1,0
0,0,0,0,4,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,5,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
